InspectionDate,HouseNumber,StreetName,Apartment,Borough,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
04/26/2021,457,GATES AVENUE,A,BROOKLYN,14430249,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT BATHROOM CEILING IN THE BATHROOM LOCATED AT APT A, 1st STORY ORIGINAL VIOLATION 14310402 ISSUED 26-APR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",299427,C,821668,3,457,457,43330,11216,1,1808,168,07/09/2021,08/09/2021,08/04/2021,,,,550,7401617,07/09/2021,47,07/09/2021,Original,Open,40.686448,-73.948673,3,36,251,3050922,3018080168,Bedford
07/19/2021,805,ST MARKS AVENUE,A4H,BROOKLYN,14451963,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 15 SQ FT AT CEILING, 5 SQ FT AT EASTR WALL, 5 SQ FT AT WEST WALL, 3 SQ FT AT SOUTH WALL AND 2 SQ FT AT NORTH WALL IN THE BATHROOM LOCATED AT APT A4H, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''A'', AT SOUTHEAST",375001,C,341845,3,805,821,80430,11213,4,1221,53,07/20/2021,08/21/2021,08/16/2021,,,,550,7414206,07/21/2021,47,07/21/2021,Original,Open,40.674976,-73.945628,8,36,313,3341622,3012210053,Crown Heights North
11/05/2021,1424,DE KALB AVENUE,1A,BROOKLYN,14674962,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 20 SQFT ON CEILING,5 SQFT ON WEST WALL,5 SQFT ON NORTH WALL AND 3 SQFT AROUND DOOR FRAME IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",230003,C,357810,3,1424,1424,31530,11237,1,3246,16,11/09/2021,12/11/2021,12/06/2021,,,,550,7541894,11/10/2021,47,11/10/2021,Original,Open,40.700287,-73.923171,4,37,429,3073823,3032460016,Bushwick North
06/07/2021,196,CLINTON AVENUE,A4,BROOKLYN,14502631,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST WALL (APPROX 3 SQ FT), WEST WALL (APPROX 4 SQ FT) & SOUTH WALL (APPROX 8 SQ FT) IN THE 4th ROOM FROM EAST LOCATED AT APT A4, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14374657 ISSUED 07-JUN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",222778,C,347800,3,196,202,27430,11205,1,1901,7,08/18/2021,09/18/2021,09/13/2021,,,09/17/2021,550,7444720,08/18/2021,9,11/29/2021,Original,Close,40.692252,-73.968649,2,35,195,3054783,3019010007,Clinton Hill
03/05/2000,651,SOUTHERN BOULEVARD,6B,BRONX,3424338,VIOLATION CLOSED,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF MOLD AND MILDREW ON WINDOW STOOL IN THE 2nd LIVING ROOM FROM EAST AT NORTH LOCATED AT APT 6B, 6th STORY, APARTMENT AT NORTH",110183,C,207057,2,651,651,65320,10455,6,2683,90,03/08/2000,09/21/2014,09/16/2014,,,,510,4911638,09/10/2014,19,11/14/2021,Reissued,Close,40.813117,-73.900697,2,8,83,2005090,2026830090,Longwood
09/16/2021,3540,ROCHAMBEAU AVENUE,6D,BRONX,14564801,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 100 SQ FT AT FLOOR IN THE 1st ROOM FROM EAST LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",107127,C,200315,2,3540,3540,61720,10467,6,3328,82,09/22/2021,10/24/2021,10/19/2021,,,,550,7486870,09/23/2021,47,09/23/2021,Original,Open,40.882502,-73.879004,7,11,431,2017805,2033280082,Norwood
09/19/2021,439,LINCOLN AVENUE,2L,BROOKLYN,14565858,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPRX. 10 SQ. FEET, SOUTH WALL 20 SQ. FEET AND EAST WALL 30 SQ. FEET INSIDE THE CLOSET AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",325967,C,314192,3,439,439,55930,11208,2,4181,12,09/22/2021,10/24/2021,10/19/2021,,,10/25/2021,550,7487234,09/23/2021,4,10/25/2021,Original,Open,40.679335,-73.868200,5,37,1188,3093969,3041810012,Cypress Hills-City Line
09/20/2021,101-19,78 STREET,2FLR,QUEENS,14567326,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 40 SQ. FT. AT CEILING, SOUTH, EAST AND WEST WALLS IN THE BATHROOM LOCATED AT APT 2FLR, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",478745,C,0,4,101-19,101-19,16290,11416,2,9079,26,09/22/2021,10/24/2021,10/19/2021,,,,550,7487433,09/23/2021,47,09/23/2021,Original,Open,40.680198,-73.859725,9,32,4401,4188755,4090790026,Ozone Park
03/06/2020,342,FT WASHINGTON AVENUE,5F,MANHATTAN,13579493,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE CEILING AND ALL WALLS IN THE 1st BATHROOM FROM EAST LOCATED AT APT 5F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''north''",804858,C,104790,1,342,346,21190,10033,6,2142,168,03/09/2020,04/05/2020,03/31/2020,,,,550,6852328,03/10/2020,22,08/19/2021,Original,Open,40.846676,-73.939986,12,10,263,1063505,1021420168,Washington Heights South
12/23/2019,9302,KINGS HIGHWAY,F8,BROOKLYN,13633932,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 20 SQ. FT. AT CEILING, NORTH AND SOUTH WALLS IN THE BATHROOM LOCATED AT APT F8, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH ORIGINAL VIOLATION 13515352 ISSUED 23-DEC-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",320625,C,312637,3,9302,9306,54050,11212,6,4668,69,03/06/2020,04/01/2020,03/27/2020,,,,550,6848892,03/06/2020,19,08/19/2021,Original,Close,40.657250,-73.921026,17,41,886,3101825,3046680069,Rugby-Remsen Village
09/21/2021,34-33,90 STREET,23D,QUEENS,14568175,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 50 SQ. FT. AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 23D, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",810754,C,405066,4,34-33,34-35,18240,11372,2,1451,47,09/23/2021,10/25/2021,10/20/2021,,,,550,7489364,09/24/2021,47,09/24/2021,Original,Open,40.753457,-73.877398,3,25,277,4431425,4014510047,Jackson Heights
08/20/2020,35,HOLLAND AVENUE,10D,STATEN ISLAND,13774263,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX 30 SQ FT) AT NORTH AND EAST WALLS IN THE 1st ROOM FROM EAST LOCATED AT APT 10D, 10th STORY, 5th APARTMENT FROM WEST AT NORTH",812478,C,501095,5,35,35,33200,10303,10,1272,11,08/20/2020,09/21/2020,09/16/2020,,,03/19/2021,550,6935901,08/21/2020,20,08/19/2021,Original,Open,40.639577,-74.171256,1,49,31902,5109140,5012720011,Mariner's Harbor-Arlington-Port Ivory-Graniteville
09/21/2021,96,STARR STREET,3R,BROOKLYN,14568892,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 40 SQUARE FEET AT CEILING AND ALL WALLS IN THE 3rd BATHROOM FROM EAST LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",375935,C,343823,3,96,96,81230,11237,3,3197,21,09/22/2021,10/24/2021,10/19/2021,,,,550,7487348,09/23/2021,47,09/23/2021,Original,Open,40.702221,-73.925957,4,34,429,3072732,3031970021,Bushwick North
01/15/2021,1642,LEXINGTON AVENUE,9,MANHATTAN,13943176,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... SOUTH WALL, WEST WALL AND NORTH WALL (30 SQ. FT.) IN THE 3rd BATHROOM FROM NORTH LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",23977,C,100074,1,1642,1648,24890,10029,3,1631,56,01/15/2021,02/19/2021,02/14/2021,,,,550,7065225,01/19/2021,20,08/19/2021,Original,Open,40.790663,-73.947444,11,8,166,1051941,1016310056,East Harlem South
02/24/2021,20-08,SEAGIRT BOULEVARD,5E,QUEENS,14040455,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS AND CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 5E, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",811837,C,400502,4,20-08,20-08,61690,11691,5,15780,100,02/24/2021,03/28/2021,03/23/2021,,,07/02/2021,550,7099783,02/25/2021,19,08/18/2021,Original,Close,40.595169,-73.754606,14,31,99801,4440805,4157800100,Far Rockaway-Bayswater
12/14/2020,95,LENOX AVENUE,3H,MANHATTAN,14134102,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 16 SQ FT. IN THE BATHROOM LOCATED AT APT 3H, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13892704 ISSUED 14-DEC-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",842019,C,140128,1,81,95,24690,10026,3,1824,16,04/03/2021,05/06/2021,05/01/2021,,,,550,7177032,04/05/2021,21,08/18/2021,Original,Open,40.801226,-73.950278,10,9,218,1055038,1018240016,Central Harlem South
12/28/2020,95,LENOX AVENUE,3H,MANHATTAN,14134103,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE CEILING (APPROX 6 SQ FT) AND WEST WALL ( APPROX 4 SQ FT) IN THE BATHROOM LOCATED AT APT 3H, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13894397 ISSUED 28-DEC-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",842019,C,140128,1,81,95,24690,10026,3,1824,16,04/03/2021,05/06/2021,05/01/2021,,,,550,7177033,04/05/2021,21,08/18/2021,Original,Open,40.801226,-73.950278,10,9,218,1055038,1018240016,Central Harlem South
01/08/2021,2328,UNIVERSITY AVENUE,1N,BRONX,14164570,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX.6 SQ. FT) AT NORTH WALL, (APPROX. 2 SQ. FT) AT EAST WALL, (APPROX. 4 SQ. FT) AT SOUTH WALL, (APPROX. 6 SQ. FT) AT WEST WALL, (APPROX. 2 SQ. FT) AT CEILING IN THE BATHROOM LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13976510 ISSUED 08-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",116943,C,204301,2,2328,2328,70620,10468,1,3212,42,04/07/2021,05/08/2021,05/03/2021,,,,550,7192540,04/07/2021,19,08/18/2021,Original,Close,40.861234,-73.906291,7,14,253,2014603,2032120042,Kingsbridge Heights
06/08/2021,161,MORNINGSIDE AVENUE,3B,MANHATTAN,14339550,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AN ALL WALLS APPROX. 30 SQ.FT IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",25528,C,119108,1,161,161,26490,10027,3,1953,1,06/08/2021,07/10/2021,07/05/2021,,,,550,7371428,06/09/2021,47,06/09/2021,Original,Open,40.812195,-73.953438,9,9,21303,1059321,1019530001,Manhattanville
06/11/2019,2670,BAINBRIDGE AVENUE,4C,BRONX,14372606,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ.FT AT THE WINDOW FRAME AND NORTH WALL IN THE BATHROOM LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13123748 ISSUED 11-JUN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",46662,C,221039,2,2670,2670,10020,10458,4,3287,31,06/05/2021,07/08/2021,07/03/2021,,,,550,7368280,06/07/2021,47,06/07/2021,Original,Open,40.865470,-73.891472,7,15,40502,2016620,2032870031,Bedford Park-Fordham North
06/10/2021,2100,WESTBURY COURT,2I,BROOKLYN,14385906,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 45 SQ FT), EAST WALL (APPROX. 58 SQ FT), WEST WALL (APPROX. 50 SQ FT), SOUTH WALL (APPROX. 35 SQ FT) AND NORTH WALL (APPROX. 20 SQ FT) IN THE PRIVATE HALLWAY LOCATED AT APT 2I, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH",395492,C,339071,3,2100,2100,92530,11225,2,5026,257,06/11/2021,07/15/2021,07/10/2021,,,06/24/2021,550,7376378,06/14/2021,9,09/07/2021,Original,Close,40.656672,-73.960712,9,40,79802,3114645,3050260257,Prospect Lefferts Gardens-Wingate
03/29/2021,1055,OCEAN AVENUE,D5,BROOKLYN,14387918,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALLS APPROX 10 SQ FT IN THE 3rd ROOM FROM EAST LOCATED AT APT D5, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14099242 ISSUED 29-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",347162,C,308380,3,1055,1055,67530,11226,4,5220,64,06/12/2021,07/15/2021,07/10/2021,,,,550,7376235,06/14/2021,47,06/14/2021,Original,Open,40.636813,-73.958482,14,40,51601,3120593,3052200064,Flatbush
06/21/2021,2435,CRESTON AVENUE,D12,BRONX,14400111,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT D12, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",59225,C,208506,2,2435,2435,21820,10468,4,3173,41,06/22/2021,07/24/2021,07/19/2021,,,,550,7386012,06/23/2021,19,08/18/2021,Original,Close,40.861014,-73.899093,5,14,23703,2013912,2031730041,Fordham South
04/09/2021,2915,LA SALLE AVENUE,3F,BRONX,14400388,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 10 SQ. FT. AT EAST WALL IN THE KITCHEN LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14202206 ISSUED 09-APR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",90359,C,210446,2,2915,2915,44820,10461,3,5358,9,06/22/2021,07/23/2021,07/18/2021,,,09/20/2021,550,7384785,06/22/2021,4,09/20/2021,Original,Open,40.839044,-73.830768,10,13,184,2073762,2053580009,Schuylerville-Throgs Neck-Edgewater Park
09/22/2021,12,WEST 119 STREET,2,MANHATTAN,14573688,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX.20.SQ.FT.AND EAST WALL APPROX.15.SQ.FT. IN THE BATHROOM LOCATED AT APT 2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",38641,C,106270,1,12,12,36150,10026,1,1717,43,09/22/2021,10/24/2021,10/19/2021,,,,550,7486494,09/23/2021,47,09/23/2021,Original,Open,40.802868,-73.945708,10,9,190,1053198,1017170043,Central Harlem South
02/04/2020,446,OCEAN AVENUE,1C,BROOKLYN,14434931,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, WEST AND SOUTH WALLS, APROX. 12 SQ FT IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT SOUTH ORIGINAL VIOLATION 13590151 ISSUED 04-FEB-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",347734,C,304563,3,446,446,67530,11226,1,5080,13,07/13/2021,08/13/2021,08/08/2021,,,08/13/2021,550,7404974,07/13/2021,9,10/25/2021,Original,Close,40.651830,-73.961356,14,40,50801,3346384,3050800013,Flatbush
05/30/2020,53,VERMILYEA AVENUE,5D,MANHATTAN,14449894,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX.. 9 SQUARE FEET AT CEILING AND APPROX. P SQ. FT. EAST WALL IN THE 1st BATHROOM FROM EAST LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13636503 ISSUED 30-MAY-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",28943,C,108192,1,53,55,32690,10034,5,2225,1,07/19/2021,08/19/2021,08/14/2021,,,,550,7410103,07/19/2021,47,07/19/2021,Original,Open,40.865463,-73.924094,12,10,291,1064819,1022250001,Marble Hill-Inwood
08/18/2021,119-01,SUTPHIN BOULEVARD,2B,QUEENS,14490827,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 42 SQ FT ) IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",698372,C,0,4,119-01,119-01,64790,11434,2,12210,75,08/18/2021,09/19/2021,09/14/2021,,,,550,7446496,08/19/2021,19,11/16/2021,Original,Close,40.679214,-73.791662,12,28,288,4265172,4122100075,Baisley Park
08/18/2021,30,POST AVENUE,33,MANHATTAN,14490975,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX 40 SQ.FT) EAST WALL APPROX ( 25 SQ FT) NORTH WALL APPROX ( 5 SQ FT) AND WEST WALL (APPROX 8 SQ. FT. TOTAL APPROX 78 SQ FT AT CLOSET AT FOYER. APPROX 35SQ FT. IN THE 3rd ROOM FROM EAST LOCATED AT APT 33, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",26999,C,113704,1,30,32,29190,10034,3,2220,37,08/18/2021,09/19/2021,09/14/2021,,,,550,7445563,08/19/2021,47,08/19/2021,Original,Open,40.863014,-73.924231,12,10,291,1064758,1022200037,Marble Hill-Inwood
08/18/2021,600,COLUMBUS AVENUE,5A,MANHATTAN,14491232,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX 30 SQ FT, 20SQ FT AT CEILING,10 SQ FT AT NORTH WALL IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",9797,C,140453,1,600,618,15710,10024,5,1220,29,08/18/2021,09/19/2021,09/14/2021,,,,550,7445455,08/19/2021,47,08/19/2021,Original,Open,40.788646,-73.971038,7,6,173,1032439,1012200029,Upper West Side
10/12/2012,956,CRANFORD AVENUE,1,BRONX,9608580,SECOND NO ACCESS TO RE-INSPECT VIOLATION,"SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT WALLS AND CEILING AT 1ST ROOM FROM NORTH LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",59108,C,218968,2,956,956,21620,10466,1,5125,18,10/16/2012,10/28/2012,10/23/2012,,,,550,4504047,10/17/2012,23,11/29/2021,Original,Open,40.904014,-73.842059,12,12,442,2072245,2051250018,Woodlawn-Wakefield
09/22/2021,2191,CRESTON AVENUE,1B,BRONX,14574245,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 25 SQ.FT.AT CEILING APPROX. 9 SQ. FT. AT NORTH WALL APPROX.15 SQ. FT. AT WEST WALL IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",59174,C,206331,2,2191,2191,21820,10453,1,3170,40,09/22/2021,10/24/2021,10/19/2021,,,,550,7486665,09/23/2021,47,09/23/2021,Original,Open,40.855598,-73.902376,5,14,23704,2013858,2031700040,Fordham South
09/22/2021,2191,CRESTON AVENUE,1B,BRONX,14574249,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 18 SQ. FT. AT NORTH WALL APPROX. 18 SQ. FT. AT CEILING APPROX. 24 SQ. FT. AT EAST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",59174,C,206331,2,2191,2191,21820,10453,1,3170,40,09/22/2021,10/24/2021,10/19/2021,,,,550,7486665,09/23/2021,47,09/23/2021,Original,Open,40.855598,-73.902376,5,14,23704,2013858,2031700040,Fordham South
08/15/2021,1705,CATON AVENUE,6G,BROOKLYN,14500029,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQUARE FEET AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 6G, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST",218266,C,308157,3,1701,1711,25130,11226,6,5060,1,08/18/2021,09/19/2021,09/14/2021,,,09/15/2021,550,7446102,08/19/2021,9,11/29/2021,Original,Close,40.650994,-73.964405,14,40,50804,3116110,3050600001,Flatbush
06/05/2019,2323,CROTONA AVENUE,5,BRONX,14502609,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND WEST WALL. APPROX. 20 SQUARE FEET IN THE BATHROOM LOCATED AT APT 5, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13108386 ISSUED 05-JUN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",59926,C,204207,2,2323,2323,22320,10458,3,3103,49,08/18/2021,09/18/2021,09/13/2021,,,,550,7444310,08/18/2021,47,08/18/2021,Original,Open,40.852623,-73.884293,6,15,391,2012878,2031030049,Belmont
05/19/2021,330,HINSDALE STREET,C115,BROOKLYN,14502629,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING, APPROXIMATELY 12 SQ. FT. IN THE BATHROOM LOCATED AT APT C115, 1st STORY, 13th APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14350072 ISSUED 19-MAY-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",810153,C,377363,3,326,384,50330,11207,1,3783,7501,08/18/2021,09/18/2021,09/13/2021,,,,550,7445123,08/18/2021,19,11/17/2021,Original,Close,40.666840,-73.899405,5,42,1134,3084436,3037837501,East New York (Pennsylvania Ave)
07/08/2019,2323,CROTONA AVENUE,5,BRONX,14502610,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 10 SQ FT IN THE BATHROOM LOCATED AT APT 5, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13160956 ISSUED 08-JUL-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",59926,C,204207,2,2323,2323,22320,10458,3,3103,49,08/18/2021,09/18/2021,09/13/2021,,,,550,7444311,08/18/2021,47,08/18/2021,Original,Open,40.852623,-73.884293,6,15,391,2012878,2031030049,Belmont
